date,description,amount,type,source,account,category,merchant
2025-02-02,UPI/Starbucks/Purchase,173.32,debit,UPI,SBI Savings,Food & Dining,Starbucks
2025-02-02,UPI/Blinkit/Quick Pay,387.22,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-02-02,UPI/Zomato/Pay,386.13,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-02-02,UPI/Ola/Purchase,469.65,debit,UPI,HDFC Savings,Travel,Ola
2025-02-02,UPI/Rapido/Order,185.24,debit,UPI,HDFC Savings,Travel,Rapido
2025-02-02,UPI/Uber/Purchase,238.72,debit,UPI,HDFC Savings,Travel,Uber
2025-02-03,UPI/Dunzo/Quick Bite,101.18,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-02-03,UPI/DMart/Quick Pay,800.0,debit,UPI,HDFC Savings,Groceries,DMart
2025-02-03,UPI/Subway/Pay,308.39,debit,UPI,SBI Savings,Food & Dining,Subway
2025-02-03,UPI/UPI Misc 1/Pay,114.47,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 1
2025-02-03,UPI/Rapido/Purchase,227.61,debit,UPI,HDFC Savings,Travel,Rapido
2025-02-03,UPI/KFC/Purchase,383.86,debit,UPI,SBI Savings,Food & Dining,KFC
2025-02-03,UPI/UPI Misc 0/Order,179.92,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 0
2025-02-04,Bill/Jio Broadband,901.45,debit,UPI,SBI Savings,Utilities,Jio Broadband
2025-02-04,ATM Withdrawal - HDFC Bank,8344.77,debit,Cash,HDFC Savings,Cash Withdrawal,HDFC ATM
2025-02-04,UPI/Received/Sneha R,638.17,credit,UPI,SBI Savings,Transfers,Sneha R
2025-02-04,UPI/BPCL/Pay,967.99,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-02-04,UPI/HP Petrol Pump/Order,821.17,debit,UPI,HDFC Savings,Miscellaneous,HP Petrol Pump
2025-02-04,UPI/McDonald's/Pay,146.56,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-02-05,Home Loan EMI - HDFC Bank HL2023,18450.0,debit,EMI,HDFC Savings,EMI,HDFC Bank
2025-02-05,UPI/Swiggy/Quick Bite,139.76,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-02-05,Tata Cliq/Online Purchase,4126.03,debit,UPI,SBI Savings,Shopping,Tata Cliq
2025-02-05,UPI/Ola/Ride,501.79,debit,UPI,SBI Savings,Travel,Ola
2025-02-05,UPI/Pay/Rahul S,278.24,debit,UPI,HDFC Savings,Transfers,Rahul S
2025-02-05,UPI/EasyPark/Parking Fee,39.26,debit,UPI,HDFC Savings,Miscellaneous,EasyPark
2025-02-05,UPI/UPI Misc 0/Purchase,220.03,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 0
2025-02-05,UPI/Cafe Coffee Day/Purchase,119.92,debit,UPI,HDFC Savings,Food & Dining,Cafe Coffee Day
2025-02-05,UPI/Namma Yatri/Pay,106.93,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-02-05,UPI/Ola/Purchase,461.68,debit,UPI,HDFC Savings,Travel,Ola
2025-02-05,UPI/UPI Misc 2/Quick Pay,192.35,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 2
2025-02-05,UPI/Starbucks/Pay,439.2,debit,UPI,HDFC Savings,Food & Dining,Starbucks
2025-02-05,UPI/Uber/Purchase,458.83,debit,UPI,SBI Savings,Travel,Uber
2025-02-05,UPI/Swiggy/Order,371.11,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-02-05,UPI/Rapido/Quick Pay,67.24,debit,UPI,HDFC Savings,Travel,Rapido
2025-02-05,UPI/Namma Yatri/Order,153.36,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-02-05,UPI/UPI Misc 4/Purchase,160.93,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 4
2025-02-06,UPI/DMart/Grocery,2788.72,debit,UPI,SBI Savings,Groceries,DMart
2025-02-06,UPI/Big Basket/Grocery,2468.44,debit,UPI,HDFC Savings,Groceries,Big Basket
2025-02-06,UPI/Uber/Purchase,375.32,debit,UPI,HDFC Savings,Travel,Uber
2025-02-06,UPI/BPCL/Quick Pay,3083.15,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-02-06,UPI/UPI Misc 3/Purchase,290.17,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 3
2025-02-06,UPI/Reliance Fresh/Pay,419.85,debit,UPI,HDFC Savings,Groceries,Reliance Fresh
2025-02-06,UPI/Uber/Order,228.66,debit,UPI,HDFC Savings,Travel,Uber
2025-02-06,UPI/Rapido/Quick Pay,125.18,debit,UPI,HDFC Savings,Travel,Rapido
2025-02-06,UPI/HP Petrol Pump/Order,1519.45,debit,UPI,HDFC Savings,Miscellaneous,HP Petrol Pump
2025-02-06,UPI/Swiggy/Purchase,252.14,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-02-07,SIP - Axis Bluechip Fund,3000.0,debit,SIP,HDFC Savings,Investments,Axis Bluechip Fund
2025-02-07,SIP - Mirae Asset ELSS,2000.0,debit,SIP,HDFC Savings,Investments,Mirae Asset ELSS
2025-02-07,SIP - Parag Parikh Flexi,5000.0,debit,SIP,HDFC Savings,Investments,Parag Parikh Flexi Cap
2025-02-07,UPI/McDonald's/Food Order,381.05,debit,UPI,HDFC Savings,Food & Dining,McDonald's
2025-02-07,UPI/Reliance Fresh/Grocery,1869.86,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-02-07,Subscription/Amazon Prime,179.0,debit,Credit Card,HDFC Credit Card,Entertainment,Amazon Prime
2025-02-07,UPI/UPI Misc 1/Purchase,283.44,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 1
2025-02-07,UPI/HP Petrol Pump/Pay,594.71,debit,UPI,HDFC Savings,Miscellaneous,HP Petrol Pump
2025-02-07,UPI/UPI Misc 3/Order,65.89,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 3
2025-02-07,UPI/UPI Misc 2/Purchase,39.93,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 2
2025-02-07,UPI/Ola/Purchase,65.33,debit,UPI,HDFC Savings,Travel,Ola
2025-02-07,UPI/Uber/Order,614.67,debit,UPI,HDFC Savings,Travel,Uber
2025-02-07,UPI/Subway/Order,66.25,debit,UPI,HDFC Savings,Food & Dining,Subway
2025-02-07,UPI/Namma Yatri/Purchase,173.08,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-02-08,UPI/Uber/Ride,147.52,debit,UPI,SBI Savings,Travel,Uber
2025-02-08,UPI/BMTC/Bus Ticket,18.69,debit,UPI,HDFC Savings,Travel,BMTC
2025-02-08,UPI/UPI Misc 0/Pay,135.63,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 0
2025-02-08,UPI/BPCL/Purchase,2232.42,debit,UPI,SBI Savings,Miscellaneous,BPCL
2025-02-08,UPI/Rapido/Pay,169.31,debit,UPI,SBI Savings,Travel,Rapido
2025-02-08,UPI/Subway/Pay,442.18,debit,UPI,SBI Savings,Food & Dining,Subway
2025-02-09,UPI/Domino's/Food Order,279.78,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-02-09,UPI/Swiggy Instamart/Food Order,383.78,debit,UPI,SBI Savings,Food & Dining,Swiggy Instamart
2025-02-09,UPI/Dunzo/Quick Bite,194.4,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-02-09,UPI/Ola/Ride,103.67,debit,UPI,HDFC Savings,Travel,Ola
2025-02-09,UPI/Uber/Ride,616.41,debit,UPI,SBI Savings,Travel,Uber
2025-02-09,UPI/BMTC/Bus Ticket,43.02,debit,UPI,HDFC Savings,Travel,BMTC
2025-02-09,UPI/Received/Rahul S,941.91,credit,UPI,SBI Savings,Transfers,Rahul S
2025-02-09,UPI/Reliance Fresh/Purchase,599.72,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-02-09,UPI/BPCL/Purchase,780.02,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-02-09,UPI/Spencer's/Purchase,757.93,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-02-09,UPI/Uber/Pay,393.26,debit,UPI,SBI Savings,Travel,Uber
2025-02-09,UPI/Rapido/Pay,112.9,debit,UPI,SBI Savings,Travel,Rapido
2025-02-09,UPI/Namma Yatri/Order,84.44,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-02-10,Personal Loan EMI - ICICI Bank PL2024,6200.0,debit,EMI,HDFC Savings,EMI,ICICI Bank
2025-02-10,UPI/BMTC/Bus Ticket,53.01,debit,UPI,SBI Savings,Travel,BMTC
2025-02-10,UPI/BMTC/Bus Ticket,38.43,debit,UPI,HDFC Savings,Travel,BMTC
2025-02-10,UPI/Domino's/Purchase,150.6,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-02-10,UPI/Rapido/Quick Pay,132.81,debit,UPI,SBI Savings,Travel,Rapido
2025-02-10,UPI/Uber/Quick Pay,256.43,debit,UPI,HDFC Savings,Travel,Uber
2025-02-10,UPI/KFC/Quick Pay,96.56,debit,UPI,HDFC Savings,Food & Dining,KFC
2025-02-10,UPI/Uber/Purchase,123.52,debit,UPI,HDFC Savings,Travel,Uber
2025-02-11,UPI/Haldiram's/Food Order,360.71,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-02-11,UPI/McDonald's/Quick Bite,57.74,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-02-11,UPI/Pay/Sneha R,278.24,debit,UPI,SBI Savings,Transfers,Sneha R
2025-02-11,UPI/Pay/Pooja N,1176.41,debit,UPI,HDFC Savings,Transfers,Pooja N
2025-02-11,UPI/Rapido/Pay,73.61,debit,UPI,SBI Savings,Travel,Rapido
2025-02-11,UPI/Domino's/Pay,116.65,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-02-11,UPI/McDonald's/Purchase,297.89,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-02-11,UPI/Namma Yatri/Purchase,96.99,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-02-11,UPI/UPI Misc 1/Pay,255.03,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 1
2025-02-11,UPI/Cafe Coffee Day/Quick Pay,154.61,debit,UPI,HDFC Savings,Food & Dining,Cafe Coffee Day
2025-02-11,UPI/Namma Yatri/Purchase,96.6,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-02-12,Bill/BESCOM,1774.68,debit,UPI,SBI Savings,Utilities,BESCOM
2025-02-12,Apollo Pharmacy/Medicines,850.0,debit,UPI,SBI Savings,Healthcare,Apollo Pharmacy
2025-02-12,UPI/BPCL/Order,944.97,debit,UPI,SBI Savings,Miscellaneous,BPCL
2025-02-12,UPI/Big Basket/Purchase,626.14,debit,UPI,SBI Savings,Groceries,Big Basket
2025-02-12,UPI/DMart/Order,800.0,debit,UPI,SBI Savings,Groceries,DMart
2025-02-13,UPI/Ola/Pay,497.13,debit,UPI,SBI Savings,Travel,Ola
2025-02-13,UPI/Rapido/Quick Pay,59.4,debit,UPI,SBI Savings,Travel,Rapido
2025-02-13,UPI/Swiggy/Quick Pay,458.68,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-02-13,UPI/UPI Misc 2/Quick Pay,249.79,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 2
2025-02-14,UPI/Nature's Basket/Grocery,2124.25,debit,UPI,HDFC Savings,Groceries,Nature's Basket
2025-02-14,Practo/Doctor Consultation,400.0,debit,UPI,HDFC Savings,Healthcare,Practo
2025-02-14,UPI/UPI Misc 3/Purchase,149.64,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 3
2025-02-14,UPI/Namma Yatri/Pay,112.94,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-02-14,UPI/Ola/Order,240.68,debit,UPI,HDFC Savings,Travel,Ola
2025-02-14,UPI/Uber/Order,88.27,debit,UPI,SBI Savings,Travel,Uber
2025-02-14,UPI/Namma Yatri/Quick Pay,93.12,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-02-14,UPI/Reliance Fresh/Pay,479.99,debit,UPI,HDFC Savings,Groceries,Reliance Fresh
2025-02-15,UPI/Swiggy Instamart/Food Order,527.67,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-02-15,UPI/Zomato/Quick Bite,40.52,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-02-15,Ajio/Online Purchase,943.56,debit,UPI,SBI Savings,Shopping,Ajio
2025-02-15,Credit Card Bill Payment - HDFC CC,13175.85,debit,NEFT,HDFC Savings,Transfers,HDFC Credit Card
2025-02-15,UPI/KFC/Quick Pay,248.58,debit,UPI,HDFC Savings,Food & Dining,KFC
2025-02-15,UPI/Rapido/Order,157.18,debit,UPI,SBI Savings,Travel,Rapido
2025-02-15,UPI/UPI Misc 4/Order,250.7,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 4
2025-02-15,UPI/Indian Oil/Order,2771.23,debit,UPI,SBI Savings,Miscellaneous,Indian Oil
2025-02-15,UPI/Starbucks/Quick Pay,51.84,debit,UPI,SBI Savings,Food & Dining,Starbucks
2025-02-15,UPI/Namma Yatri/Quick Pay,140.73,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-02-15,UPI/Domino's/Pay,67.29,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-02-16,UPI/Namma Yatri/Ride,165.71,debit,UPI,HDFC Savings,Travel,Namma Yatri
2025-02-16,UPI/Rapido/Order,222.52,debit,UPI,SBI Savings,Travel,Rapido
2025-02-16,UPI/Big Basket/Quick Pay,776.68,debit,UPI,HDFC Savings,Groceries,Big Basket
2025-02-16,UPI/Zomato/Order,74.15,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-02-16,UPI/Uber/Order,185.13,debit,UPI,SBI Savings,Travel,Uber
2025-02-16,UPI/Dunzo/Pay,104.74,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-02-16,UPI/Uber/Quick Pay,174.39,debit,UPI,SBI Savings,Travel,Uber
2025-02-17,UPI/Zomato/Quick Bite,118.47,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-02-17,ATM Withdrawal - HDFC Bank,6843.41,debit,Cash,HDFC Savings,Cash Withdrawal,HDFC ATM
2025-02-17,UPI/Pay/Pooja N,361.94,debit,UPI,SBI Savings,Transfers,Pooja N
2025-02-17,UPI/Uber/Pay,126.27,debit,UPI,SBI Savings,Travel,Uber
2025-02-17,UPI/Domino's/Quick Pay,289.51,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-02-17,UPI/Swiggy/Quick Pay,609.28,debit,UPI,HDFC Savings,Food & Dining,Swiggy
2025-02-17,UPI/UPI Misc 4/Order,146.06,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 4
2025-02-17,UPI/Haldiram's/Quick Pay,176.29,debit,UPI,HDFC Savings,Food & Dining,Haldiram's
2025-02-17,UPI/Rapido/Purchase,200.32,debit,UPI,SBI Savings,Travel,Rapido
2025-02-17,UPI/Swiggy Instamart/Order,418.81,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-02-18,Subscription/Spotify,119.0,debit,Credit Card,HDFC Credit Card,Entertainment,Spotify
2025-02-18,UPI/GiveIndia/Donation,1752.68,debit,UPI,HDFC Savings,Miscellaneous,GiveIndia
2025-02-18,UPI/UPI Misc 4/Pay,78.08,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 4
2025-02-18,UPI/McDonald's/Pay,225.03,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-02-18,UPI/Domino's/Pay,619.48,debit,UPI,HDFC Savings,Food & Dining,Domino's
2025-02-18,UPI/Swiggy/Pay,263.3,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-02-18,UPI/BPCL/Order,1528.19,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-02-19,UPI/Blinkit/Quick Bite,103.5,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-02-19,UPI/Uber/Ride,438.78,debit,UPI,HDFC Savings,Travel,Uber
2025-02-19,UPI/Shell/Fuel,1640.98,debit,UPI,SBI Savings,Fuel,Shell
2025-02-19,Bill/Airtel Mobile,413.31,debit,UPI,SBI Savings,Utilities,Airtel Mobile
2025-02-19,Subscription/YouTube Premium,189.0,debit,Credit Card,HDFC Credit Card,Entertainment,YouTube Premium
2025-02-19,UPI/UPI Misc 2/Quick Pay,141.19,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 2
2025-02-19,UPI/Spencer's/Quick Pay,388.79,debit,UPI,SBI Savings,Groceries,Spencer's
2025-02-19,UPI/Rapido/Purchase,180.92,debit,UPI,HDFC Savings,Travel,Rapido
2025-02-19,UPI/Ola/Order,393.89,debit,UPI,HDFC Savings,Travel,Ola
2025-02-19,UPI/UPI Misc 1/Purchase,48.71,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 1
2025-02-19,UPI/Spencer's/Pay,543.73,debit,UPI,SBI Savings,Groceries,Spencer's
2025-02-19,UPI/Rapido/Purchase,154.62,debit,UPI,HDFC Savings,Travel,Rapido
2025-02-19,UPI/Ola/Quick Pay,239.12,debit,UPI,HDFC Savings,Travel,Ola
2025-02-20,UPI/BMTC/Bus Ticket,58.01,debit,UPI,HDFC Savings,Travel,BMTC
2025-02-20,BWSSB/Water Bill,316.41,debit,UPI,HDFC Savings,Utilities,BWSSB
2025-02-20,UPI/Received/Sneha R,939.88,credit,UPI,SBI Savings,Transfers,Sneha R
2025-02-20,Freelance/Tax Filing - Client A,8000.0,credit,NEFT,HDFC Savings,Business Income,Freelance Client
2025-02-20,UPI/Indian Oil/Purchase,2210.22,debit,UPI,HDFC Savings,Miscellaneous,Indian Oil
2025-02-20,UPI/UPI Misc 2/Pay,171.35,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 2
2025-02-20,UPI/Domino's/Order,607.58,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-02-20,UPI/Rapido/Purchase,115.78,debit,UPI,SBI Savings,Travel,Rapido
2025-02-20,UPI/BPCL/Order,1084.24,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-02-20,UPI/Ola/Purchase,441.06,debit,UPI,SBI Savings,Travel,Ola
2025-02-20,UPI/Zomato/Order,148.07,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-02-21,UPI/Starbucks/Food Order,309.9,debit,UPI,HDFC Savings,Food & Dining,Starbucks
2025-02-21,UPI/Blinkit/Food Order,524.58,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-02-21,UPI/Pay/Pooja N,1459.12,debit,UPI,HDFC Savings,Transfers,Pooja N
2025-02-21,UPI/Namma Yatri/Purchase,198.58,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-02-21,UPI/Uber/Order,323.85,debit,UPI,SBI Savings,Travel,Uber
2025-02-21,UPI/Uber/Quick Pay,611.45,debit,UPI,HDFC Savings,Travel,Uber
2025-02-21,UPI/UPI Misc 2/Purchase,185.22,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 2
2025-02-21,UPI/UPI Misc 4/Quick Pay,84.92,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 4
2025-02-22,UPI/Pay/Ankit J,631.14,debit,UPI,HDFC Savings,Transfers,Ankit J
2025-02-22,Mobile Recharge/Jio,326.56,debit,UPI,HDFC Savings,Utilities,Jio
2025-02-22,UPI/UPI Misc 3/Purchase,230.51,debit,UPI,SBI Savings,Miscellaneous,UPI Misc 3
2025-02-22,UPI/HP Petrol Pump/Pay,628.03,debit,UPI,SBI Savings,Miscellaneous,HP Petrol Pump
2025-02-22,UPI/Swiggy Instamart/Pay,730.38,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-02-22,UPI/Rapido/Purchase,92.17,debit,UPI,SBI Savings,Travel,Rapido
2025-02-23,UPI/Rapido/Ride,238.26,debit,UPI,SBI Savings,Travel,Rapido
2025-02-23,UPI/Spencer's/Order,358.12,debit,UPI,SBI Savings,Groceries,Spencer's
2025-02-23,UPI/McDonald's/Pay,389.29,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-02-23,UPI/KFC/Pay,31.16,debit,UPI,SBI Savings,Food & Dining,KFC
2025-02-23,UPI/Big Basket/Quick Pay,657.64,debit,UPI,SBI Savings,Groceries,Big Basket
2025-02-24,UPI/McDonald's/Quick Bite,58.21,debit,UPI,SBI Savings,Food & Dining,McDonald's
2025-02-24,Udemy/Online Course,2435.39,debit,Credit Card,HDFC Credit Card,Education,Udemy
2025-02-24,UPI/Spencer's/Order,322.86,debit,UPI,HDFC Savings,Groceries,Spencer's
2025-02-24,UPI/HP Petrol Pump/Pay,1289.7,debit,UPI,HDFC Savings,Miscellaneous,HP Petrol Pump
2025-02-24,UPI/Shell/Order,3326.26,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-02-24,UPI/Spencer's/Quick Pay,361.38,debit,UPI,SBI Savings,Groceries,Spencer's
2025-02-24,UPI/BPCL/Pay,1469.51,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-02-24,UPI/BPCL/Pay,2679.53,debit,UPI,HDFC Savings,Miscellaneous,BPCL
2025-02-24,UPI/Subway/Quick Pay,67.4,debit,UPI,SBI Savings,Food & Dining,Subway
2025-02-24,UPI/Zomato/Purchase,47.82,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-02-25,Meesho/Online Purchase,1358.75,debit,Credit Card,HDFC Credit Card,Shopping,Meesho
2025-02-25,Flipkart/Online Purchase,4754.76,debit,Credit Card,HDFC Credit Card,Shopping,Flipkart
2025-02-25,UPI/Ola/Ride,351.74,debit,UPI,SBI Savings,Travel,Ola
2025-02-25,UPI/BMTC/Bus Ticket,20.39,debit,UPI,HDFC Savings,Travel,BMTC
2025-02-25,Subscription/Netflix,649.0,debit,Credit Card,HDFC Credit Card,Entertainment,Netflix
2025-02-25,UPI/Received/Priya K,1073.46,credit,UPI,SBI Savings,Transfers,Priya K
2025-02-25,UPI/UPI Misc 2/Order,186.65,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 2
2025-02-25,UPI/Dunzo/Pay,439.89,debit,UPI,HDFC Savings,Food & Dining,Dunzo
2025-02-25,UPI/UPI Misc 1/Order,212.26,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 1
2025-02-26,UPI/Swiggy/Order,554.46,debit,UPI,SBI Savings,Food & Dining,Swiggy
2025-02-26,UPI/DMart/Quick Pay,800.0,debit,UPI,SBI Savings,Groceries,DMart
2025-02-26,UPI/KFC/Purchase,291.58,debit,UPI,HDFC Savings,Food & Dining,KFC
2025-02-26,UPI/Swiggy Instamart/Quick Pay,678.81,debit,UPI,HDFC Savings,Food & Dining,Swiggy Instamart
2025-02-26,UPI/Shell/Purchase,3383.43,debit,UPI,SBI Savings,Miscellaneous,Shell
2025-02-27,UPI/Haldiram's/Food Order,241.21,debit,UPI,SBI Savings,Food & Dining,Haldiram's
2025-02-27,UPI/Blinkit/Food Order,267.66,debit,UPI,SBI Savings,Food & Dining,Blinkit
2025-02-27,Nykaa/Online Purchase,1837.0,debit,Credit Card,HDFC Credit Card,Shopping,Nykaa
2025-02-27,UPI/Uber/Ride,117.25,debit,UPI,SBI Savings,Travel,Uber
2025-02-27,UPI/Big Basket/Pay,550.37,debit,UPI,SBI Savings,Groceries,Big Basket
2025-02-27,UPI/UPI Misc 3/Purchase,239.87,debit,UPI,HDFC Savings,Miscellaneous,UPI Misc 3
2025-02-27,UPI/Uber/Quick Pay,177.37,debit,UPI,HDFC Savings,Travel,Uber
2025-02-27,UPI/Domino's/Purchase,108.49,debit,UPI,SBI Savings,Food & Dining,Domino's
2025-02-28,UPI/Spencer's/Grocery,358.09,debit,UPI,SBI Savings,Groceries,Spencer's
2025-02-28,UPI/Uber/Ride,86.99,debit,UPI,SBI Savings,Travel,Uber
2025-02-28,UPI/Shell/Fuel,2001.3,debit,UPI,HDFC Savings,Fuel,Shell
2025-02-28,UPI/Uber/Order,366.24,debit,UPI,HDFC Savings,Travel,Uber
2025-02-28,UPI/Rapido/Pay,190.78,debit,UPI,HDFC Savings,Travel,Rapido
2025-02-28,UPI/Dunzo/Pay,468.64,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-02-28,UPI/Namma Yatri/Order,220.13,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-01,Salary Credit - TechCorp Solutions Pvt Ltd,200000.0,credit,NEFT,HDFC Savings,Salary,TechCorp Solutions
2025-03-01,Rent Payment - Prestige Residency,22000.0,debit,NEFT,HDFC Savings,Rent,Prestige Residency
2025-03-01,UPI/Reliance Fresh/Grocery,1588.06,debit,UPI,SBI Savings,Groceries,Reliance Fresh
2025-03-01,UPI/Pay/Sneha R,716.64,debit,UPI,HDFC Savings,Transfers,Sneha R
2025-03-01,UPI/Dunzo/Purchase,391.1,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-03-01,UPI/Uber/Purchase,152.59,debit,UPI,SBI Savings,Travel,Uber
2025-03-01,UPI/DMart/Purchase,800.0,debit,UPI,SBI Savings,Groceries,DMart
2025-03-02,UPI/Blinkit/Food Order,382.48,debit,UPI,HDFC Savings,Food & Dining,Blinkit
2025-03-02,UPI/Rapido/Ride,88.61,debit,UPI,SBI Savings,Travel,Rapido
2025-03-02,UPI/Uber/Ride,174.58,debit,UPI,SBI Savings,Travel,Uber
2025-03-02,Bill/Jio Broadband,982.88,debit,UPI,SBI Savings,Utilities,Jio Broadband
2025-03-02,UPI/Pay/Ankit J,61.15,debit,UPI,SBI Savings,Transfers,Ankit J
2025-03-02,UPI/Ola/Quick Pay,154.25,debit,UPI,HDFC Savings,Travel,Ola
2025-03-02,UPI/KFC/Order,72.3,debit,UPI,HDFC Savings,Food & Dining,KFC
2025-03-02,UPI/Dunzo/Purchase,141.44,debit,UPI,SBI Savings,Food & Dining,Dunzo
2025-03-03,UPI/Zomato/Quick Bite,183.96,debit,UPI,SBI Savings,Food & Dining,Zomato
2025-03-03,Meesho/Online Purchase,738.74,debit,UPI,HDFC Savings,Shopping,Meesho
2025-03-03,UPI/Namma Yatri/Ride,224.97,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-03,UPI/Namma Yatri/Ride,203.53,debit,UPI,SBI Savings,Travel,Namma Yatri
2025-03-03,UPI/Rapido/Pay,136.99,debit,UPI,SBI Savings,Travel,Rapido
2025-03-03,UPI/Uber/Pay,569.18,debit,UPI,SBI Savings,Travel,Uber
2025-03-03,UPI/Rapido/Order,169.74,debit,UPI,HDFC Savings,Travel,Rapido
2025-03-03,UPI/Ola/Quick Pay,516.24,debit,UPI,SBI Savings,Travel,Ola
2025-03-03,UPI/KFC/Quick Pay,270.49,debit,UPI,SBI Savings,Food & Dining,KFC
2025-03-04,UPI/DMart/Grocery,3168.0,debit,UPI,SBI Savings,Groceries,DMart
2025-03-04,UPI/Zomato/Quick Pay,101.81,debit,UPI,HDFC Savings,Food & Dining,Zomato
2025-03-04,UPI/Ola/Quick Pay,43.79,debit,UPI,SBI Savings,Travel,Ola
2025-03-04,UPI/Shell/Order,2919.71,debit,UPI,HDFC Savings,Miscellaneous,Shell
2025-03-04,UPI/Rapido/Order,52.23,debit,UPI,HDFC Savings,Travel,Rapido
2025-03-04,UPI/Cafe Coffee Day/Purchase,120.19,debit,UPI,SBI Savings,Food & Dining,Cafe Coffee Day
2025-03-04,UPI/Ola/Order,350.23,debit,UPI,SBI Savings,Travel,Ola
2025-03-05,Home Loan EMI - HDFC Bank HL2023,18450.0,debit,EMI,HDFC Savings,EMI,HDFC Bank
2025-03-05,Nykaa/Online Purchase,654.71,debit,UPI,HDFC Savings,Shopping,Nykaa
